ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2692915,G,Cupressaceae,,Callitris,,"sinensis",,"","Soub.",Unresolved,,L,WCSP,382390,,"Mat. Méd. Chin.","134","","1874"
kew-2692919,G,Cupressaceae,,Callitris,,"sulcata",,"","(Parl.) Schltr.",Accepted,,H,WCSP,382394,676689-1,"Bot. Jahrb. Syst.","39: 16","","1906"
kew-2692925,G,Cupressaceae,,Callitris,,"verrucosa",,"","(A.Cunn. ex Endl.) R.Br. ex Mirb.",Accepted,,H,WCSP,382400,261792-1,"Mém. Mus. Hist. Nat.","13: 74","","1825"
tro-50301478,G,Cupressaceae,,Callitropsis,,"pygmaea",,"","(Lemmon) D.P. Little",Accepted,,M,TRO,50301478,60443308-2,"Syst. Bot.","31(3): 474","474","2006"
kew-2692988,G,Cupressaceae,,Calocedrus,,"decurrens",,"","(Torr.) Florin",Accepted,,H,WCSP,382424,42548-2,"Taxon","5: 192","","1956"
kew-2692989,G,Cupressaceae,,Calocedrus,,"formosana",,"","(Florin) Florin",Accepted,,H,WCSP,382425,294855-1,"Taxon","5: 192","","1956"
kew-2692990,G,Cupressaceae,,Calocedrus,,"macrolepis",,"","Kurz",Accepted,,H,WCSP,382426,,"J. Bot.","11: 196","","1878"
kew-2606508,G,Cupressaceae,,Calocedrus,,"rupestris",,"","Aver., T.H.Nguyên & P.K.Lôc",Accepted,,H,WCSP,381482,77086050-1,"Issues Basic Res. Life Sci.","41","","2004"
tro-9400440,G,Cupressaceae,,Chamaecyparis,,"flifera",,"","Veitch ex Senecl.",Unresolved,,L,TRO,9400440,,"Conif.","54","54","1868"
kew-2715279,G,Cupressaceae,,Chamaecyparis,,"formosensis",,"","Matsum.",Accepted,,H,WCSP,382823,261835-1,"Bot. Mag. (Tokyo)","15: 137","","1901"
kew-2715280,G,Cupressaceae,,Chamaecyparis,,"forsteckiensis",,"","Heydenr.",Unresolved,,L,WCSP,382824,676710-1,"Gartenflora","83: 318","","1934"
kew-2715286,G,Cupressaceae,,Chamaecyparis,,"lawsoniana",,"","(A.Murray bis) Parl.",Accepted,,H,WCSP,382830,261839-1,"Ann. Mus. Imp. Fis. Firenze","1: 181","","1864"
kew-2715297,G,Cupressaceae,,Chamaecyparis,,"obtusa",,"","(Siebold & Zucc.) Endl.",Accepted,,H,WCSP,382841,,"Syn. Conif.","63","","1847"
kew-2715300,G,Cupressaceae,,Chamaecyparis,,"obtusa",var.,"formosana","(Hayata) Hayata",Accepted,,L,WCSP,382844,,"Repert. Spec. Nov. Regni Veg.","8: 365","","1910"
kew-2715306,G,Cupressaceae,,Chamaecyparis,,"pisifera",,"","(Siebold & Zucc.) Endl.",Accepted,,H,WCSP,382850,261847-1,"Syn. Conif.","64","","1847"
kew-2715316,G,Cupressaceae,,Chamaecyparis,,"thyoides",,"","(L.) Britton, Sterns & Poggenb.",Accepted,,H,WCSP,382860,54814-2,"Prelim. Cat.","71","","1888"
kew-2715318,G,Cupressaceae,,Chamaecyparis,,"thyoides",var.,"henryae","(H.L.Li) Little",Accepted,,L,WCSP,382861,54816-2,"Madroño","18: 165","","1966"
kew-2746448,G,Cupressaceae,,Cryptomeria,,"japonica",,"","(Thunb. ex L.f.) D.Don",Accepted,,H,WCSP,382991,,"Trans. Linn. Soc. London","18: 167","","1841"
kew-2747421,G,Cupressaceae,,Cunninghamia,,"konishii",,"","Hayata",Accepted,,H,WCSP,383009,676724-1,"Gard. Chron.","III, 43: 194","","1908"
kew-2747422,G,Cupressaceae,,Cunninghamia,,"lanceolata",,"","(Lamb.) Hook.",Accepted,,H,WCSP,383010,676725-1,"Bot. Mag.","54: t. 2743","","1827"
kew-2748583,G,Cupressaceae,,Cupressus,,"amoena",,"","K.Koch",Unresolved,,L,WCSP,383037,261890-1,"Monatsschr. Gärtnerei Pflanzenk.","1: 110","","1858"
kew-2748585,G,Cupressaceae,,Cupressus,,"arizonica",,"","Greene",Accepted,,H,WCSP,383039,72649-2,"Bull. Torrey Bot. Club","9: 64","","1882"
kew-2748587,G,Cupressaceae,,Cupressus,,"arizonica",var.,"glabra","(Sudw.) Little",Accepted,,L,WCSP,383041,72652-2,"Madroño","18: 162","","1966"
kew-2748591,G,Cupressaceae,,Cupressus,,"arizonica",var.,"montana","(Wiggins) Little",Accepted,,L,WCSP,383045,72655-2,"Madroño","18: 163","","1966"
kew-2748593,G,Cupressaceae,,Cupressus,,"arizonica",var.,"nevadensis","(Abrams) Little",Accepted,,L,WCSP,383047,72657-2,"Madroño","18: 164","","1966"
kew-2748597,G,Cupressaceae,,Cupressus,,"arizonica",var.,"stephensonii","(C.B.Wolf) Little",Accepted,,L,WCSP,383051,72660-2,"Madroño","18: 164","","1966"
kew-2748608,G,Cupressaceae,,Cupressus,,"bakeri",,"","Jeps.",Accepted,,H,WCSP,383062,1217545-2,"Fl. Calif.","1: 61","","1909"
kew-2748611,G,Cupressaceae,,Cupressus,,"balfouriana",,"","Lemoine ex Gordon",Unresolved,,L,WCSP,383065,261900-1,"Pinetum","ed. 2: 79","","1875"
tro-50228115,G,Cupressaceae,,Cupressus,,"breviramis",,"","F. Muell.",Unresolved,,L,TRO,50228115,,"Annual Rep. Acclim. Soc. Victoria","1871: 31","31","1871"
kew-2748619,G,Cupressaceae,,Cupressus,,"cashmeriana",,"","Royle ex Carrière",Accepted,,H,WCSP,383073,676733-1,"Traité Gén. Conif.","ed. 2: 161","","1867"
kew-2748621,G,Cupressaceae,,Cupressus,,"chengiana",,"","S.Y.Hu",Accepted,,H,WCSP,383075,294860-1,"Taiwania","10: 57","","1964"
kew-2748623,G,Cupressaceae,,Cupressus,,"chengiana",var.,"jiangensis","(N.Zhao) Silba",Accepted,,L,WCSP,383077,919819-1,"Phytologia","49: 394","","1981"
kew-2748639,G,Cupressaceae,,Cupressus,,"duclouxiana",,"","Hickel",Accepted,,H,WCSP,383093,676736-1,"Cyprès","91","","1914"
kew-2748641,G,Cupressaceae,,Cupressus,,"dupreziana",,"","A.Camus",Accepted,,H,WCSP,383095,676737-1,"Bull. Mus. Natl. Hist. Nat.","32: 101","","1926"
kew-2748642,G,Cupressaceae,,Cupressus,,"dupreziana",var.,"atlantica","(Gaussen) Silba",Accepted,,L,WCSP,383096,1000793-1,"J. Int. Conifer Preserv. Soc.","5: 29","","1998"
tro-50009197,G,Cupressaceae,,Cupressus,,"elegans",,"","Lavallée",Unresolved,,L,TRO,50009197,676738-1,"Arb. Segrez.","284","284","1877"
kew-2748646,G,Cupressaceae,,Cupressus,,"ericoides",,"","Ravenscr.",Unresolved,,L,WCSP,383100,,"P.Lawson & Son Abietineae List Pl. Fir Tribe","10: 64","","1851"
kew-2748660,G,Cupressaceae,,Cupressus,,"funebris",,"","Endl.",Accepted,,H,WCSP,383113,261925-1,"Syn. Conif.","58","","1847"
kew-2748662,G,Cupressaceae,,Cupressus,,"gigantea",,"","W.C.Cheng & L.K.Fu",Accepted,,H,WCSP,383115,294862-1,"Acta Phytotax. Sin.","13(4): 85","","1975"
kew-2748669,G,Cupressaceae,,Cupressus,,"goveniana",,"","Gordon",Accepted,,H,WCSP,383122,30054388-2,"J. Hort. Soc. London","4: 295","","1849"
kew-2748670,G,Cupressaceae,,Cupressus,,"goveniana",var.,"abramsiana","(C.B.Wolf) Little",Accepted,,L,WCSP,383123,72675-2,"Phytologia","20: 435","","1970"
kew-2748676,G,Cupressaceae,,Cupressus,,"guadalupensis",,"","S.Watson",Accepted,,H,WCSP,383129,72679-2,"Proc. Amer. Acad. Arts","14: 300","","1879"
kew-2748677,G,Cupressaceae,,Cupressus,,"guadalupensis",var.,"forbesii","(Jeps.) Little",Accepted,,L,WCSP,383130,72682-2,"Phytologia","20: 435","","1970"
kew-2748680,G,Cupressaceae,,Cupressus,×,"hickelii",,"","A.Camus",Unresolved,,L,WCSP,383133,676750-1,"Rivista Sci.","11: 9","","1924"
kew-2748686,G,Cupressaceae,,Cupressus,×,"hybrida",,"","A.Camus",Unresolved,,L,WCSP,383139,676753-1,"Rivista Sci.","11: 9","","1924"
kew-2748710,G,Cupressaceae,,Cupressus,×,"leylandii",,"","A.B.Jacks. & Dallim.",Unresolved,,L,WCSP,383163,676759-1,"Bull. Misc. Inform. Kew","1926: 114","","1926"
kew-2748715,G,Cupressaceae,,Cupressus,×,"loritiensis",,"","Demoly",Unresolved,,L,WCSP,383168,77067365-1,"Bull. Assoc. Parcs Bot. France","38: 46","","2004"
kew-2748717,G,Cupressaceae,,Cupressus,,"lusitanica",,"","Mill.",Accepted,,H,WCSP,383170,30080457-2,"Gard. Dict. ed. 8","3","","1768"
kew-2748719,G,Cupressaceae,,Cupressus,,"lusitanica",var.,"benthamii","(Endl.) Carrière",Accepted,,L,WCSP,383172,60443297-2,"Traité Gén. Conif.","ed. 2: 155","","1867"
kew-2748731,G,Cupressaceae,,Cupressus,,"macnabiana",,"","A.Murray bis",Accepted,,H,WCSP,383184,30141935-2,"Edinburgh New Philos. J.","n.s., 1: 293","","1855"
kew-2748734,G,Cupressaceae,,Cupressus,,"macrocarpa",,"","Hartw.",Accepted,,H,WCSP,383187,30188753-2,"J. Hort. Soc. London","2: 187","","1847"
kew-2748740,G,Cupressaceae,,Cupressus,,"madeirensis",,"","T.E.Bowdich",Unresolved,,L,WCSP,383193,927704-1,"Exc. Madeira","118","","1825"
tro-9400083,G,Cupressaceae,,Cupressus,,"nivea",,"","Gordon",Unresolved,,L,TRO,9400083,,"Pinetum","57","57","1858"
kew-2748751,G,Cupressaceae,,Cupressus,,"nootkatensis",,"","D.Don",Accepted,,H,WCSP,383204,261952-1,"Descr. Pinus","2: 18","","1824"
kew-2604091,G,Cupressaceae,,Cupressus,×,"notabilis",,"","(A.F.Mitch.) Silba",Unresolved,,L,WCSP,381362,77078645-1,"J. Int. Conifer Preserv. Soc.","13(1): 21","","2006"
kew-2604092,G,Cupressaceae,,Cupressus,×,"ovensii",,"","(A.F.Mitch.) Silba",Unresolved,,L,WCSP,381363,77078646-1,"J. Int. Conifer Preserv. Soc.","13(1): 21","","2006"
tro-50008875,G,Cupressaceae,,Cupressus,,"religiosa",,"","Lavallée",Unresolved,,L,TRO,50008875,,"Arb. Segrez.","289","289","1877"
kew-2748778,G,Cupressaceae,,Cupressus,,"sargentii",,"","Jeps.",Accepted,,H,WCSP,383229,294968-2,"Fl. Calif.","1: 61","","1909"
kew-2748781,G,Cupressaceae,,Cupressus,,"sempervirens",,"","L.",Accepted,,H,WCSP,383232,261974-1,"Sp. Pl.","1002","","1753"
tro-50190889,G,Cupressaceae,,Cupressus,,"thuia",,"","Targ. Tozz.",Unresolved,,L,TRO,50190889,261980-1,"Ann. Mus. Imp. Fis. Firenze","1(2): 52","52","1808"
kew-2748809,G,Cupressaceae,,Cupressus,,"tonkinensis",,"","Silba",Accepted,,H,WCSP,383260,977230-1,"J. Int. Conifer Preserv. Soc.","1: 23","","1994"
kew-2748810,G,Cupressaceae,,Cupressus,,"torulosa",,"","D.Don",Accepted,,H,WCSP,383261,,"Prodr. Fl. Nepal.","55","","1825"
tro-9400125,G,Cupressaceae,,Cupressus,,"torulosa",,"","D. Don ex Lamb.",Unresolved,,L,TRO,9400125,,"Descr. Pinus","2: 18–18","18","1824"
tro-50228144,G,Cupressaceae,,Cupressus,,"torulosis",,"","Griff.",Unresolved,,L,TRO,50228144,,"Not. Pl. Asiat.","4: 26","26","1854"
tro-50039157,G,Cupressaceae,,Cupressus,,"ugelii",,"","Hort. ex Lavallée",Unresolved,,L,TRO,50039157,676779-1,"","","",""
kew-2748817,G,Cupressaceae,,Cupressus,,"vietnamensis",,"","(Farjon & T.H.Nguyên) Silba",Accepted,,H,WCSP,383268,77067483-1,"J. Int. Conifer Preserv. Soc.","12: 100","","2005"
kew-2773001,G,Cupressaceae,,Diselma,,"archeri",,"","Hook.f.",Accepted,,H,WCSP,385055,262058-1,"Fl. Tasman.","1: 353","","1860"
kew-2813201,G,Cupressaceae,,Fitzroya,,"cupressoides",,"","(Molina) I.M.Johnst.",Accepted,,H,WCSP,385383,105034-2,"Contr. Gray Herb.","70: 91","","1924"
kew-2813622,G,Cupressaceae,,Fokienia,,"hodginsii",,"","(Dunn) A.Henry & H H.Thomas",Accepted,,H,WCSP,385391,262079-1,"Gard. Chron.","III, 49: 67","","1911"
kew-2827859,G,Cupressaceae,,Glyptostrobus,,"pensilis",,"","(Staunton ex D.Don) K.Koch",Accepted,,H,WCSP,385446,262131-1,"Dendrologie","2(2): 191","","1873"
kew-2871243,G,Cupressaceae,,Juniperus,×,"ambigens",,"","(Fassett) R.P.Adams",Accepted,,H,WCSP,385748,,"Junipers World","183","","2004"
kew-2332599,G,Cupressaceae,,Juniperus,,"angosturana",,"","R.P.Adams",Accepted,,H,WCSP,377446,979327-1,"Biochem. Syst. Ecol.","22: 704","","1994"
kew-2604715,G,Cupressaceae,,Juniperus,,"arizonica",,"","(R.P.Adams) R.P.Adams",Accepted,,H,WCSP,381373,60445108-2,"Phytologia","88: 306","","2006"
kew-2332607,G,Cupressaceae,,Juniperus,,"ashei",,"","J.Buchholz",Accepted,,H,WCSP,377454,676796-1,"Bot. Gaz.","90: 329","","1930"
kew-2332610,G,Cupressaceae,,Juniperus,,"australis",,"","(Endl.) Pilg.",Unresolved,,L,WCSP,377457,676797-1,"Symb. Antill.","7: 479","","1913"
kew-2332604,G,Cupressaceae,,Juniperus,,"barbadensis",,"","L.",Accepted,,H,WCSP,377451,279054-2,"Sp. Pl.","1039","","1753"
kew-2332583,G,Cupressaceae,,Juniperus,,"barbadensis",var.,"lucayana","(Britton) R.P.Adams",Unresolved,,L,WCSP,377431,1065866-2,"Phytologia","78: 145","","1995"
kew-2332581,G,Cupressaceae,,Juniperus,,"bermudiana",,"","L.",Accepted,,H,WCSP,377429,279056-2,"Sp. Pl.","1039","","1753"
kew-2332591,G,Cupressaceae,,Juniperus,,"blancoi",,"","Martínez",Accepted,,H,WCSP,377439,,"Anales Inst. Biol. Univ. Nac. México","17: 73","","1946"
kew-2332624,G,Cupressaceae,,Juniperus,,"bregeonii",,"","Regel",Unresolved,,L,WCSP,377506,262157-1,"Index Seminum (LE)","1858: 23","","1858"
kew-2332587,G,Cupressaceae,,Juniperus,,"brevifolia",,"","(Seub.) Antoine",Accepted,,H,WCSP,377435,,"Cupress.-Gatt.","16","","1857"
kew-2332639,G,Cupressaceae,,Juniperus,,"californica",,"","Carrière",Accepted,,H,WCSP,377520,262163-1,"Rev. Hort.","IV, 3: 352","","1854"
kew-2332652,G,Cupressaceae,,Juniperus,,"cedrus",,"","Webb & Berthel.",Accepted,,H,WCSP,377533,,"Hist. Nat. Iles Canaries","3: 277","","1847"
kew-2332634,G,Cupressaceae,,Juniperus,,"chinensis",,"","L.",Accepted,,H,WCSP,377515,262177-1,"Mant. Pl.","127","","1767"
kew-2871023,G,Cupressaceae,,Juniperus,,"chinensis",var.,"sargentii","A.Henry",Accepted,,L,WCSP,385620,70005481-1,"Trees Great Britain","6: 1432","","1912"
kew-2332629,G,Cupressaceae,,Juniperus,,"coahuilensis",,"","(Martínez) Gaussen ex R.P.Adams",Accepted,,H,WCSP,377511,1167763-2,"Phytologia","74: 413","","1993"
kew-2332632,G,Cupressaceae,,Juniperus,,"comitana",,"","Martínez",Accepted,,H,WCSP,377513,,"Anales Inst. Biol. Univ. Nac. México","15: 12","","1944"
kew-2332579,G,Cupressaceae,,Juniperus,,"communis",,"","L.",Accepted,,H,WCSP,377427,30088655-2,"Sp. Pl.","1040","","1753"
kew-2333004,G,Cupressaceae,,Juniperus,,"communis",var.,"depressa","Pursh",Accepted,,L,WCSP,377718,132467-2,"Fl. Amer. Sept.","2: 646","","1813"
kew-2333015,G,Cupressaceae,,Juniperus,,"communis",var.,"megistocarpa","Fernald & H.St.John",Accepted,,L,WCSP,377728,132470-2,"Proc. Boston Soc. Nat. Hist.","36: 58","","1921"
kew-2871048,G,Cupressaceae,,Juniperus,,"communis",var.,"nipponica","(Maxim.) E.H.Wilson",Accepted,,L,WCSP,385642,,"Conif. Tax. Japan","81","","1916"
kew-2871050,G,Cupressaceae,,Juniperus,,"communis",var.,"saxatilis","Pall.",Accepted,,L,WCSP,385644,,"Fl. Ross.","1(2): 12","","1789"
kew-2607607,G,Cupressaceae,,Juniperus,,"compacta",,"","(Martínez) R.P.Adams",Accepted,,H,WCSP,381504,77093274-1,"Phytologia","89: 368","","2007"
kew-2332536,G,Cupressaceae,,Juniperus,,"convallium",,"","Rehder & E.H.Wilson",Accepted,,H,WCSP,377389,676804-1,"Pl. Wilson.","2: 62","","1914"
kew-2332539,G,Cupressaceae,,Juniperus,,"coxii",,"","A.B.Jacks.",Accepted,,H,WCSP,377392,676808-1,"New Fl. & Silva","5: 33","","1932"
kew-2333020,G,Cupressaceae,,Juniperus,,"deltoides",,"","R.P.Adams",Accepted,,H,WCSP,377733,60436244-2,"Phytologia","86: 47","","2004"
kew-2332518,G,Cupressaceae,,Juniperus,,"deppeana",,"","Steud.",Accepted,,H,WCSP,377371,132473-2,"Nomencl. Bot.","ed. 2, 1: 835","","1840"
kew-2604725,G,Cupressaceae,,Juniperus,,"deppeana",var.,"gamboana","(Martínez) R.P.Adams",Accepted,,L,WCSP,381383,60445100-2,"Phytologia","88: 229","","2006"
kew-2332510,G,Cupressaceae,,Juniperus,,"deppeana",var.,"patoniana","(Martínez) Zanoni",Accepted,,L,WCSP,377363,1133385-2,"Phytologia","38: 438","","1978"
kew-2333017,G,Cupressaceae,,Juniperus,,"deppeana",var.,"robusta","Martínez",Accepted,,L,WCSP,377730,,"Anales Inst. Biol. Univ. Nac. México","17: 47","","1946"
kew-2332520,G,Cupressaceae,,Juniperus,,"deppeana",f.,"sperryi","(Correll) R.P.Adams",Accepted,,L,WCSP,377373,132477-2,"Brittonia","25: 289","","1973"
kew-2604730,G,Cupressaceae,,Juniperus,,"deppeana",f.,"zacatecensis","(Martínez) R.P.Adams",Accepted,,L,WCSP,381388,60445101-2,"Phytologia","88: 229","","2006"
kew-2332563,G,Cupressaceae,,Juniperus,,"drupacea",,"","Labill.",Accepted,,H,WCSP,377414,262198-1,"Icon. Pl. Syr.","2: 4","","1791"
kew-2332565,G,Cupressaceae,,Juniperus,,"durangensis",,"","Martínez",Accepted,,H,WCSP,377416,,"Anales Inst. Biol. Univ. Nac. México","17: 94","","1946"
kew-2332572,G,Cupressaceae,,Juniperus,,"erectopatens",,"","(W.C.Cheng & L.K.Fu) R.P.Adams",Accepted,,H,WCSP,377421,1007448-1,"Biochem. Syst. Ecol.","27: 723","","1999"
kew-2332546,G,Cupressaceae,,Juniperus,,"excelsa",,"","M.Bieb.",Accepted,,H,WCSP,377399,,"Beschr. Länd. Terek. Casp.","204","","1800"
tro-9400128,G,Cupressaceae,,Juniperus,,"fargessi",,"","Rehder",Unresolved,,L,TRO,9400128,,"","","",""
kew-2333012,G,Cupressaceae,,Juniperus,×,"fassettii",,"","B.Boivin",Accepted,,H,WCSP,377725,289224-2,"Naturaliste Canad.","93: 272","","1966"
tro-50229435,G,Cupressaceae,,Juniperus,,"fassettii",,"","Boivin",Unresolved,,L,TRO,50229435,,"Naturaliste Canad.","93: 372","372","1966"
kew-2332544,G,Cupressaceae,,Juniperus,,"flaccida",,"","Schltdl.",Accepted,,H,WCSP,377397,132485-2,"Linnaea","12: 495","","1838"
kew-2332560,G,Cupressaceae,,Juniperus,,"foetidissima",,"","Willd.",Accepted,,H,WCSP,377412,262220-1,"Sp. Pl.","4: 853","","1806"
kew-2332528,G,Cupressaceae,,Juniperus,,"formosana",,"","Hayata",Accepted,,H,WCSP,377381,676820-1,"J. Bot. (Morot)","25(19): 209","","1908"
kew-2332653,G,Cupressaceae,,Juniperus,,"formosana",var.,"mairei","(Lemée & H.Lév.) R.P.Adams & C.F.Hsieh",Accepted,,L,WCSP,377534,20004341-1,"Biochem. Syst. Ecol.","30: 239","","2002"
tro-9400531,G,Cupressaceae,,Juniperus,,"frachetiana",,"","H. Lév.",Unresolved,,L,TRO,9400531,,"Cat. Pl. Yun-Nan","57","57","1916"
kew-2332764,G,Cupressaceae,,Juniperus,,"gracilior",,"","Pilg.",Accepted,,H,WCSP,377633,311201-2,"Symb. Antill.","7: 481","","1913"
kew-2332765,G,Cupressaceae,,Juniperus,,"gracilior",var.,"ekmanii","(Florin) R.P.Adams",Accepted,,L,WCSP,377634,984257-1,"Phytologia","78: 144","","1995"
kew-2332766,G,Cupressaceae,,Juniperus,,"gracilior",var.,"urbaniana","(Pilg. & Ekman) R.P.Adams",Accepted,,L,WCSP,377635,1126263-2,"Phytologia","78: 144","","1995"
kew-2604736,G,Cupressaceae,,Juniperus,,"grandis",,"","R.P.Adams",Accepted,,H,WCSP,381394,60445107-2,"Phytologia","88: 306","","2006"
kew-2332732,G,Cupressaceae,,Juniperus,,"hartwissiana",,"","Steven ex Köppen",Unresolved,,L,WCSP,377603,,"Ueb. Pfl. Acclimat. in Russl.","6","",""
kew-2332734,G,Cupressaceae,,Juniperus,,"henryana",,"","R.Br.ter",Unresolved,,L,WCSP,377605,262236-1,"Gard. Chron.","1873: 8","","1873"
kew-466762,G,Cupressaceae,,Juniperus,×,"herragudensis",,"","J.M.Aparicio & Uribe-Ech.",Accepted,,H,WCSP,466762,77112497-1,"Mainhardt","60: 84","","2008"
kew-2332743,G,Cupressaceae,,Juniperus,,"horizontalis",,"","Moench",Accepted,,H,WCSP,377614,262244-1,"Methodus","699","","1794"
kew-2332789,G,Cupressaceae,,Juniperus,,"indica",,"","Bertol.",Accepted,,H,WCSP,377655,262249-1,"Misc. Bot.","23: 16","","1862"
kew-2332806,G,Cupressaceae,,Juniperus,,"jaliscana",,"","Martínez",Accepted,,H,WCSP,377672,,"Anales Inst. Biol. Univ. Nac. México","17: 69","","1946"
kew-2332788,G,Cupressaceae,,Juniperus,,"jarkendensis",,"","Kom.",Accepted,,H,WCSP,377654,,"Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R.","4: 181","","1923"
kew-2332802,G,Cupressaceae,,Juniperus,,"komarovii",,"","Florin",Accepted,,H,WCSP,377668,676834-1,"Acta Horti Gothob.","3: 3","","1927"
kew-2332684,G,Cupressaceae,,Juniperus,,"macrocarpa",,"","Sm.",Accepted,,H,WCSP,377561,262270-1,"Fl. Graec. Prodr.","2: 263","","1816"
kew-2607608,G,Cupressaceae,,Juniperus,,"maritima",,"","R.P.Adams",Accepted,,H,WCSP,381505,77093264-1,"Phytologia","89: 278","","2007"
kew-2332690,G,Cupressaceae,,Juniperus,,"martinezii",,"","Pérez de la Rosa",Accepted,,H,WCSP,377566,279059-2,"Phytologia","57: 81","","1985"
tro-9400106,G,Cupressaceae,,Juniperus,×,"media",,"","V.D. Dmitriev",Accepted,,M,TRO,9400106,,"","","",""
kew-2332662,G,Cupressaceae,,Juniperus,,"microsperma",,"","(W.C.Cheng & L.K.Fu) R.P.Adams",Accepted,,H,WCSP,377541,1014007-1,"Biochem. Syst. Ecol.","28: 540","","2000"
kew-2332664,G,Cupressaceae,,Juniperus,,"monosperma",,"","(Engelm.) Sarg.",Accepted,,H,WCSP,377543,132508-2,"Silva N. Amer.","10: 89","","1896"
kew-2332666,G,Cupressaceae,,Juniperus,,"monticola",,"","Martínez",Accepted,,H,WCSP,377545,,"Anales Inst. Biol. Univ. Nac. México","17: 79","","1946"
kew-2332962,G,Cupressaceae,,Juniperus,,"monticola",f.,"orizabensis","Martínez",Accepted,,L,WCSP,377681,,"Anales Inst. Biol. Univ. Nac. México","17: 91","","1946"
kew-2332667,G,Cupressaceae,,Juniperus,,"morrisonicola",,"","Hayata",Accepted,,H,WCSP,377546,676847-1,"Gard. Chron.","III, 43: 194","","1908"
