ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-334053,G,Ginkgoaceae,,Ginkgo,,"biloba",,"","L.",Accepted,,H,WCSP,334053,262125-1,"Mant. Pl.","2: 313","","1771"
tro-50187892,G,Ginkgoaceae,,Ginkgo,,"parvifolia",,"","Sugim.",Unresolved,,L,TRO,50187892,,"J. Geobot.","24(3): 61","61","1977"
