ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-339841,G,Welwitschiaceae,,Welwitschia,,"mirabilis",,"","Hook.f.",Accepted,,H,WCSP,339841,,"Gard. Chron.","1862: 71","","1862"
kew-339843,G,Welwitschiaceae,,Welwitschia,,"mirabilis",subsp.,"namibiana","Leuenb.",Accepted,,L,WCSP,339843,20003355-1,"Willdenowia","31: 375","","2001"
