site,family,genus,latin_name,species_code,life_form,warning
heishiding,Leguminosae,Pithecellobium,Pithecellobium clypearia,,Tree,
heishiding,Leguminosae,Pithecellobium,Pithecellobium lucidum,,Tree,
heishiding,Pittosporaceae,Pittosporum,Pittosporum glabratum,,Shrub,
heishiding,Annonaceae,Polyalthia,Polyalthia plagioneura,,Tree,
heishiding,Rubiaceae,Psychotria,Psychotria rubra,,"Shrub, treelet",
heishiding,Sterculiaceae,Pterospermum,Pterospermum heterophyllum,,Tree,
heishiding,Rubiaceae,Aidia,Aidia canthioides,,"Shrub, treelet",
heishiding,Myrsinaceae,Rapanea,Rapanea neriifolia,,"Shrub, treelet",
heishiding,Sterculiaceae,Reevesia,Reevesia pubescens,,Tree,
heishiding,Styracaceae,Rehderodendron,Rehderodendron macrocarpum,,Tree,
heishiding,Ericaceae,Rhododendron,Rhododendron simsii,,"Shrub, treelet",
heishiding,Myrtaceae,Rhodomyrtus,Rhodomyrtus tomentosa,,"Shrub, treelet",
heishiding,Euphorbiaceae,Sapium,Sapium discolor,,Shrub,
heishiding,Saurauiaceae,Saurauia,Saurauia tristyla,,"Shrub, treelet",
heishiding,Araliaceae,Schefflera,Schefflera octophylla,,"Shrub, treelet",
heishiding,Theaceae,Schima,Schima superba,,Tree,
heishiding,Olacaceae,Schoepfia,Schoepfia chinensis,,"Shrub, treelet",
heishiding,Sapotaceae,Sinosideroxylon,Sinosideroxylon wightianum,,Tree,
heishiding,Elaeocarpaceae,Sloanea,Sloanea sinensis,,Tree,
heishiding,Styracaceae,Styrax,Styrax confusa,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos adenophylla,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos anomala,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos caudata,,Tree,
heishiding,symplocaceae,symplocos,symplocos congesta,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos lancifolia,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos laurina,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos pseudobarberina,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos glauca,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos wikstroemiifolia,,Tree,
heishiding,Myrtaceae,Syzygium,Syzygium championii,,"Shrub, treelet",
heishiding,Myrtaceae,Syzygium,Syzygium hancei,,"Shrub, treelet",
heishiding,Myrtaceae,Syzygium,Syzygium acuminatissimum,,Tree,
heishiding,Rubiaceae,Tarenna,Tarenna mollissima,,"Shrub, treelet",
heishiding,Theaceae,Ternstroemia,Ternstroemia gymnanthera,,Tree,
heishiding,Anacardiaceae,Toxicodendron,Toxicodendron verniciflua,,Shrub,
heishiding,Ulmaceae,Trema,Trema tomentosa,,"Tree, shrub",
heishiding,Magnoliaceae,Tsoongiodendron,Tsoongiodendron odorum,,"Shrub, treelet",
heishiding,Staphyleaceae,Turpinia,Turpinia montana,,"Shrub, treelet",
heishiding,Theaceae,Pyrenaria,Pyrenaria spectabilis,,Tree,
heishiding,Caprifoliaceae,Viburnum,Viburnum sempervirens,,Shrub,
heishiding,Verbenaceae,Vitex,Vitex quinata,,Tree,
heishiding,Rubiaceae,Wendlandia,Wendlandia uvariifolia,,"Shrub, treelet",
heishiding,Polygalaceae,Xanthophyllum,Xanthophyllum hainanense,,Tree,
heishiding,Rutaceae,Zanthoxylum,Zanthoxylum avicennae,,Tree,
heishiding,Rutaceae,Zanthoxylum,Zanthoxylum myriacanthum,,Tree,
tiantongshan,Styracaceae,Alniphyllum,Alniphyllum axililiaris,,Tree,
tiantongshan,Fagaceae,Castanea,Castanea seguinii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis carlesii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis fargesii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis sclerophylla,,Tree,
tiantongshan,Fagaceae,Cyclobalanopsis,Cyclobalanopsis myrsinaefolia,,Tree,
tiantongshan,Altingiaceae,Liquidambar,Liquidambar formosana,,Tree,
tiantongshan,Fagaceae,Lithocarpus,Lithocarpus glaber,,Tree,
tiantongshan,Lauraceae,Machilus,Machilus thunbergii,,Tree,
tiantongshan,Lauraceae,Sassafras,Sassafras tzumu,,Tree,
tiantongshan,Theaceae,Schima,Schima superba,,Tree,
tiantongshan,Theaceae,Camellia,Camellia fraterna,,"Shrub, treelet",
tiantongshan,Theaceae,Camellia,Camellia oleifera,,"Shrub, treelet",
tiantongshan,Pentaphylacaceae,Eurya,Eurya muricata,,"Shrub, treelet",
tiantongshan,Pentaphylacaceae,Eurya,Eurya rubiginosa var.attenuate,,"Shrub, treelet",
tiantongshan,Lauraceae,Litsea,Litsea cubeba,,"Shrub, treelet",
tiantongshan,Lauraceae,Litsea elongata,Litsea elongata,,"Shrub, treelet",
tiantongshan,Hamamelidaceae,Loropetalum,Loropetalum chinense,,"Shrub, treelet",
tiantongshan,Euphorbiaceae,Mallotus,Mallotus apelta,,"Shrub, treelet",
tiantongshan,Lauraceae,Neolitsea,Neolitsea aurata Koidz. var. chekiangensis,,"Shrub, treelet",
tiantongshan,Rosaceae,Photinia,Photinia glabra,,"Shrub, treelet",
tiantongshan,Ericaceae,Rhododendron,Rhododendron ovatum,,"Shrub, treelet",
tiantongshan,Styracaceae,Styrax,Styrax confusus,,"Shrub, treelet",
tiantongshan,Symplocaceae,Symplocos,Symplocos laurina,,"Shrub, treelet",
tiantongshan,Symplocaceae,Symplocos,Symplocos setchuensis,,"Shrub, treelet",
tiantongshan,Symplocaceae,Symplocos,Symplocos stellaris,,"Shrub, treelet",
tiantongshan,Symplocaceae,Symplocos,Symplocos sumuntia,,"Shrub, treelet",
tiantongshan,Symplocaceae,Symplocos,Symplocos anomala,,"Shrub, treelet",
tiantongshan,Myrtaceae,Syzygium,Syzygium buxifolium,,"Shrub, treelet",
nonggang,Euphorbiaceae,Acalypha,Acalypha kerrii,,Shrub,
nonggang,Aceraceae,Acer,Acer tonkinense,,Tree,
nonggang,Mimosacea,Acrocarpus,Acrocarpus fraxinifolius,,Tree,
nonggang,Mimosacea,Adenanthera,Adenanthera pavonina,,Tree,
nonggang,Rubiaceae,Adina,Adina pilulifera,,"Shrub, treelet",
nonggang,Rubiaceae,Aidia,Aidia cochinchinensis,,Shrub,
nonggang,Alangiaceae,Alangium,Alangium chinense,,"Shrub, treelet",
nonggang,Alangiaceae,Alangium,Alangium kurzii var. handelii,,"Tree, shrub",
nonggang,Mimosacea,Albizia,Albizia odoratissima,,"Tree, shrub",
nonggang,Euphorbiaceae,Alchornea,Alchornea trewioides,,Shrub,
nonggang,Meliaceae,Algaia,Algaia lawii,,Tree,
nonggang,Meliaceae,Algaia,Algaia sp. 1,,Tree,
nonggang,Sapindaceae,Allophylus,Allophylus caudatus,,"Shrub, treelet",
nonggang,Annonaceae,Alphonsea,Alphonsea mollis,,Tree,
nonggang,Annonaceae,Alphonsea,Alphonsea monogyna,,Tree,
nonggang,Apocynaceae,Alstonia,Alstonia scholaris,,Tree,
nonggang,Sapindaceae,Amesiodendron,Amesiodendron chinense,,Tree,
nonggang,Euphorbiaceae,Antidesma,Antidesma bunius,,Tree,
nonggang,Euphorbiaceae,Antidesma,Antidesma japonicum,,"Shrub, treelet",
nonggang,Euphorbiaceae,Antidesma,Antidesma montanum,,"Shrub, treelet",
nonggang,Meliaceae,Aphanamixis,Aphanamixis polystachya,,"Tree, shrub",
nonggang,Ulmaceae,Aphananthe,Aphananthe aspera,,"Tree, shrub",
nonggang,Sapindaceae,Aphania,Aphania longgangensis,,Tree,
nonggang,Icacinaceae,Apodytes,Apodytes dimidiata,,"Shrub, treelet",
nonggang,Mimosacea,Archidendron,Archidendron guangxiensis,,Tree,
nonggang,Mysinaceae,Ardisia,Ardisia pseudocrispa,,Shrub,
nonggang,Mysinaceae,Ardisia,Ardisia thyrsiflora,,"Shrub, treelet",
nonggang,Moraceae,Artocarpus,Artocarpus hypargyreus,,Tree,
nonggang,Moraceae,Artocarpus,Artocarpus tonkinensis,,Tree,
nonggang,Euphorbiaceae,Baccaurea,Baccaurea ramiflora,,Tree,
nonggang,Flacourtiaceae,Bennettiodendron,Bennettiodendron leprosipes,,"Shrub, treelet",
nonggang,Euphorbiaceae,Bischofia,Bischofia javanica,,Tree,
nonggang,Urticaceae,Boehmeria,Boehmeria nivea var. tenacissima,,Shrub,
nonggang,Bombaceae,Bombax,Bombax ceiba,,Tree,
nonggang,Sapindaceae,Boniodendron,Boniodendron minus,,Tree,
nonggang,Euphorbiaceae,Breynia,Breynia fruticosa,,Shrub,
nonggang,Euphorbiaceae,Bridelia,Bridelia balansae,,Tree,
nonggang,Euphorbiaceae,Bridelia,Bridelia glauca,,Tree,
nonggang,Euphorbiaceae,Bridelia,Bridelia tomentosa,,Tree,
nonggang,Moraceae,Broussonetia,Broussonetia papyrifera,,Tree,
nonggang,Verbenaceae,Callicarpa,Callicarpa bodinieri var. rosthornii,,Shrub,
nonggang,Verbenaceae,Callicarpa,Callicarpa cathayana,,Shrub,
nonggang,Verbenaceae,Callicarpa,Callicarpa longifolia var. floccosa,,Shrub,
nonggang,Theaceae,Camellia,Camellia flavida,,Shrub,
nonggang,Fabaceae,Campylotropis,Campylotropis bonii,,Shrub,
nonggang,Rubiaceae,Canthium,Canthium dicoccum,,"Shrub, treelet",
nonggang,Rubiaceae,Canthium,Canthium simile,,"Shrub, treelet",
nonggang,Cleomaceae,Capparis,Capparis subsessilis,,Shrub,
nonggang,Capparidaceae,Capparis,Capparis urophylla,,"Tree, shrub",
nonggang,Arecaceae,Caryota,Caryota obtusa,,Palm,
nonggang,Rubiaceae,Catunaregam,Catunaregam spinosa,,"Shrub, treelet",
nonggang,Ulmaceae,Celtis,Celtis biondii,,Tree,
nonggang,Ulmaceae,Celtis,Celtis sinensis,,Tree,
nonggang,Ulmaceae,Celtis,Celtis timorensis,,Tree,
nonggang,Euphorbiaceae,Cephalomappa,Cephalomappa sinensis,,Tree,
nonggang,Opiliaceae,Champereia,Champereia manillana var. longistaminea,,Tree,
nonggang,Oleaceae,Chionanthus,Chionanthus guangxiensis,,"Shrub, treelet",
nonggang,Oleaceae,Chionanthus,Chionanthus ramiflorus,,"Shrub, treelet",
nonggang,Anacardiaceae,Choerospondias,Choerospondias axillaris,,Tree,
nonggang,Sapotaceae,Chrysophyllum,Chrysophyllum lanceolatum var. stellatocarpon,,Tree,
nonggang,Meliaceae,Chukrasia,Chukrasia tabularis,,Tree,
nonggang,Lauraceae,Cinnamomum,Cinnamomum saxatile,,Tree,
nonggang,Meliaceae,Cipadessa,Cipadessa cinerascens,,"Shrub, treelet",
nonggang,Rutaceae,Citrus,Citrus maxima,,Tree,
nonggang,Fabaceae,Cladrastic,Cladrastis platycarpa,,Tree,
nonggang,Euphorbiaceae,Claoxylon,Claoxylon indicum,,"Shrub, treelet",
nonggang,Rutaceae,Clausena,Clausena anisum-olens,,Tree,
nonggang,Rutaceae,Clausena,Clausena dunniana,,Tree,
nonggang,Euphorbiaceae,Cleistanthus,Cleistanthus petelotii,,Tree,
nonggang,Euphorbiaceae,Cleistanthus,Cleistanthus sumatranus,,Tree,
nonggang,Verbenaceae,Clerodendrum,Clerodendrum serratum,,Shrub,
nonggang,Verbenaceae,Clerodendrum,Clerodendrum wallichii,,Shrub,
nonggang,Boraginaceae,Cordia,Cordia furcans,,Tree,
nonggang,Hypericaceae,Cratoxylum,Cratoxylum formosum var. pruniflorum,,"Shrub, treelet",
nonggang,Euphorbiaceae,Croton,Croton euryphyllus,,"Shrub, treelet",
nonggang,Lauraceae,Cryptocarya,Cryptocarya lyoniifolia,,Tree,
nonggang,Myrtaceae,Decaspermum,Decaspermum gracilentum,,"Shrub, treelet",
nonggang,Sapindaceae,Delavaya,Delavaya toxocarpa,,"Shrub, treelet",
nonggang,Fabaceae,Dendrolobium,Dendrolobium triangulare,,Shrub,
nonggang,Annonaceae,Desmos,Desmos chinensis,,"Shrub, vine",
nonggang,Ebenaceae,Diospyros,Diospyros eriantha,,"Tree, shrub",
nonggang,Ebenaceae,Diospyros,Diospyros saxatilis,,"Shrub, treelet",
nonggang,Ebenaceae,Diospyros,Diospyros siderophylla,,Tree,
nonggang,Ebenaceae,Diospyros,Diospyros xiangguiensis,,"Shrub, treelet",
nonggang,Tiliaceae,Diplodiscus,Diplodiscus trichospermus,,Tree,
nonggang,Bignoniaceae,Dolichandrone,Dolichandrone stipulata,,Tree,
nonggang,Agavaceae,Dracaena,Dracaena cochinchinensis,,Tree,
nonggang,Euphorbiaceae,Drypetes,Drypetes congestiflora,,Tree,
nonggang,Euphorbiaceae,Drypetes,Drypetes perreticulata,,Tree,
nonggang,Meliaceae,Dysoxylum,Dysoxylum mollissimum,,Tree,
nonggang,Boraginaceae,Ehretia,Ehretia longzhouensis,,Tree,
nonggang,Boraginaceae,Ehretia,Ehretia tsangii,,Tree,
nonggang,Rosaceae,Eriobotrya,Eriobotrya cavaleriei,,Tree,
nonggang,Fabaceae,Erythrina,Erythrina stricta,,Tree,
nonggang,Celastraceae,Eunonymus,Euonymus dielsianus,,"Shrub, treelet",
nonggang,Tiliaceae,Excentrodendron,Excentrodendron tonkinense,,Tree,
nonggang,Moraceae,Ficus,Ficus auriculata,,Tree,
nonggang,Moraceae,Ficus,Ficus cyrtophylla,,"Shrub, treelet",
nonggang,Moraceae,Ficus,Ficus erecta,,"Tree, shrub",
nonggang,Moraceae,Ficus,Ficus glaberrima,,Tree,
nonggang,Moraceae,Ficus,Ficus hispida,,Tree,
nonggang,Moraceae,Ficus,Ficus laevis,,"Shrub, treelet",
nonggang,Moraceae,Ficus,Ficus microcarpa,,Tree,
nonggang,Moraceae,Ficus,Ficus oligodon,,Tree,
nonggang,Moraceae,Ficus,Ficus orthoneura,,Tree,
nonggang,Moraceae,Ficus,Ficus tinctoria var. gibbosa,,"Tree, shrub",
nonggang,Moraceae,Ficus,Ficus trivia,,"Shrub, treelet",
nonggang,Moraceae,Ficus,Ficus virens,,Tree,
nonggang,Sterculiaceae,Firmiana,Firmiana simplex,,Tree,
nonggang,Euphorbiaceae,Flueggea,Flueggea virosa,,Shrub,
nonggang,Guttiferae,Garcinia,Garcinia bracteata,,Tree,
nonggang,Guttiferae,Garcinia,Garcinia paucinervis,,Tree,
nonggang,Burseraceae,Garuga,Garuga forrestii,,Tree,
nonggang,Burseraceae,Garuga,Garuga pinnata,,Tree,
nonggang,Caesalpiniaceae,Gleditsia,Gleditsia australis,,Tree,
nonggang,Caesalpiniaceae,Gleditsia,Gleditsia fera,,Tree,
nonggang,Euphorbiaceae,Glochidion,Glochidion coccineum,,"Shrub, treelet",
nonggang,Euphorbiaceae,Glochidion,Glochidion ellipticum,,"Shrub, treelet",
nonggang,Euphorbiaceae,Glochidion,Glochidion eriocarpum,,"Shrub, treelet",
nonggang,Euphorbiaceae,Glochidion,Glochidion lanceolarium,,"Shrub, treelet",
nonggang,Rutaceae,Glycosmis,Glycosmis esquirolii,,Tree,
nonggang,Celastraceae,Glyptopetalum,Glyptopetalum rhytidophyllum,,Shrub,
nonggang,Icacinaceae,Gomphandra,Gomphandra tetrandra,,"Shrub, treelet",
nonggang,Annonaceae,Goniothalamus,Goniothalamus donnaiensis,,Tree,
nonggang,Tiliaceae,Grewia,Grewia henryi,,"Shrub, treelet",
nonggang,Samydceae,Homalium,Homalium sabiifolium,,"Shrub, treelet",
nonggang,Flacourtiaceae,Hydnocarpus,Hydnocarpus hainanensis,,Tree,
nonggang,Rubiaceae,Hymenodictyon,Hymenodictyon flaccidum,,Tree,
nonggang,Aquifoliaceae,Ilex,Ilex memecylifolia,,Tree,
nonggang,Rubiaceae,Ixora,Ixora henryi,,Shrub,
nonggang,Lythraceae,Lagerstroemia,Lagerstroemia caudata,,Tree,
nonggang,Urticaceae,Laportea,Laportea violaceae,,Shrub,
nonggang,Rosaceae,Laurocerasus,Laurocerasus zippeliana,,Tree,
nonggang,Vitaceae,Leea,Leea indica,,Shrub,
nonggang,Sapindaceae,Lepisanthes,Lepisanthes cauliflora,,"Shrub, treelet",
nonggang,Magnoliaceae,Lirianthe,Lirianthe fistulosa,,"Shrub, treelet",
nonggang,Fagaceae,Lithocarpus,Lithocarpus areca,,Tree,
nonggang,Lauraceae,Litsea,Litsea foveola,,"Shrub, treelet",
nonggang,Lauraceae,Litsea,Litsea glutinosa,,Tree,
nonggang,Lauraceae,Litsea,Litsea variabilis var. oblonga,,"Shrub, treelet",
nonggang,Moraceae,Maclura,Maclura tricuspidata,,"Shrub, treelet",
nonggang,Sapotaceae,Madhuca,Madhuca pasquieri,,Tree,
nonggang,Mysinaceae,Maesa,Maesa balansae,,Shrub,
nonggang,Mysinaceae,Maesa,Maesa perlarius,,Shrub,
nonggang,Euphorbiaceae,Mallotus,Mallotus barbatus,,"Shrub, treelet",
nonggang,Euphorbiaceae,Mallotus,Mallotus conspurcatus,,"Shrub, treelet",
nonggang,Euphorbiaceae,Mallotus,Mallotus philippinensis,,"Shrub, treelet",
nonggang,Euphorbiaceae,Mallotus,Mallotus repandus,,"Shrub, treelet",
nonggang,Euphorbiaceae,Mallotus,Mallotus yunnanensis,,"Shrub, treelet",
nonggang,Celastraceae,Maytenus,Maytenus confertiflorus,,"Shrub, treelet",
nonggang,Sabiaceae,Meliosma,Meliosma thorelii,,Tree,
nonggang,Melastomataceae,Memecylon,Memecylon scutellatum,,Shrub,
nonggang,Rutaceae,Micromelum,Micromelum integerrimum,,Tree,
nonggang,Annonaceae,Miliusa,Miliusa chunii,,"Shrub, treelet",
nonggang,Annonaceae,Mitrephora,Mitrephora maingayi,,tree,
nonggang,Moraceae,Morus,Morus macroura,,Tree,
nonggang,Myrsinaceae,Myrsine,Myrsine seguinii,,"Shrub, treelet",
nonggang,Lauraceae,Neolitsea,Neolitsea hainanensis,,Tree,
nonggang,Urticaceae,Oreocnide,Oreocnide kwangsiensis,,Shrub,
nonggang,Annonaceae,Orophea,Orophea anceps,,"Shrub, treelet",
nonggang,Bignoniaceae,Oroxylum,Oroxylum indicum,,tree,
nonggang,Lamiaceae,Paraphlomis,Paraphlomis longgangensis,,Shrub,
nonggang,Lauraceae,Phoebe,Phoebe calcarea,,tree,
nonggang,Euphorbiaceae,Phyllanthodendron,Phyllanthodendron breynioides,,Shrub,
nonggang,Euphorbiaceae,Phyllanthus,Phyllanthus emblica,,tree,
nonggang,Euphorbiaceae,Phyllanthus,Phyllanthus reticulatus,,tree,
nonggang,Simaroubaceae,Picrasma,Picrasma quassioides,,Tree,
nonggang,Anacardiaceae,Pistacia,Pistacia chinensis,,Tree,
nonggang,Anacardiaceae,Pistacia,Pistacia sp. 1,,Tree,
nonggang,Anacardiaceae,Pistacia,Pistacia weinmanniifolia,,Tree,
nonggang,Pittosporaceae,Pittosporum,Pittosporum pulchrum,,Shrub,
nonggang,Verbenaceae,Premna,Premna confinis,,"Shrub, treelet",
nonggang,Verbenaceae,Premna,Premna fulva,,"Shrub, treelet",
nonggang,Sterculiaceae,Pterospermum,Pterospermum truncatolobatum,,tree,
nonggang,Rosaceae,Pygeum,Pygeum topengii,,tree,
nonggang,Bignoniaceae,Radermachera,Radermachera frondosa,,tree,
nonggang,Bignoniaceae,Radermachera,Radermachera sinica,,tree,
nonggang,Sterculiaceae,Reevesia,Reevesia glaucophylla,,tree,
nonggang,Rhamnaceae,Rhamnus,Rhamnus coriophylla,,"Shrub, treelet",
nonggang,Anacardiaceae,Rhus,Rhus chinensis var. roxburghii,,Shrub,
nonggang,Violaceae,Rinorea,Rinorea bengalensis,,"Shrub, treelet",
nonggang,Euphorbiaceae,Sapium,Sapium discolor,,Shrub,
nonggang,Euphorbiaceae,Sapium,Sapium rotundifolium,,tree,
nonggang,Caesalpiniaceae,Saraca,Saraca dives,,tree,
nonggang,Saurauiaceae,Saurauia,Saurauia tristyla,,"Shrub, treelet",
nonggang,Araliaceae,Schefflera,Schefflera leucantha,,Shrub,
nonggang,Araliaceae,Schefflera,Schefflera lociana,,Shrub,
nonggang,Rubiaceae,Sinoadina,Sinoadina racemosa,,Tree,
nonggang,Sapotaceae,Sinosideroxylon,Sinosideroxylon pedunculatum,,Tree,
nonggang,Sapotaceae,Sinosideroxylon,Sinosideroxylon pedunculatum var. pubifolium,,Tree,
nonggang,Anacardiaceae,Spondias,Spondias lakonensis,,Tree,
nonggang,Sterculiaceae,Sterculia,Sterculia euosma,,Tree,
nonggang,Sterculiaceae,Sterculia,Sterculia monosperma,,Tree,
nonggang,Bignoniaceae,Sterospermum,Stereospermum colais,,Tree,
nonggang,Moraceae,Streblus,Streblus tonkinensis,,Tree,
nonggang,Euphorbiaceae,Strophioblachia,Strophioblachia fimbricalyx,,Shrub,
nonggang,Myrtaceae,Syzygium,Syzygium chunianum,,"Shrub, treelet",
nonggang,Myrtaceae,Syzygium,Syzygium hainanense,,"Shrub, treelet",
nonggang,Rubiaceae,Tarenna,Tarenna attenuata,,"Shrub, treelet",
nonggang,Rutaceae,Tetradium,Tetradium glabrifolium,,Tree,
nonggang,Linaceae,Tirpitzia,Tirpitzia ovoidea,,Shrub,
nonggang,Meliaceae,Toona,Toona sinensis,,Tree,
nonggang,Anacardiaceae,Toxicodendron,Toxicodendron succedaneum,,"Tree, shrub",
nonggang,Araliaceae,Trevesia,Trevesia palmata,,"Shrub, treelet",
nonggang,Euphorbiaceae,Trigonostemon,Trigonostemon bonianus,,"Shrub, treelet",
nonggang,Ulmaceae,Ulmus,Ulmus lanceifolia,,Tree,
nonggang,Caprifoliaceae,Viburnum,Viburnum triplinerve,,Shrub,
nonggang,Verbenaceae,Vitex,Vitex kwangsiensis,,Tree,
nonggang,Verbenaceae,Vitex,Vitex quinata,,Tree,
nonggang,Meliaceae,Walsura,Walsura robusta,,Tree,
nonggang,Rubiaceae,Wendlandia,Wendlandia oliganthia,,"Shrub, treelet",
nonggang,Rubiaceae,Wendlandia,Wendlandia uvariifolia,,"Shrub, treelet",
nonggang,Apocynaceae,Wrightia,Wrightia coccinea,,Tree,
nonggang,Flacourtiaceae,Xylosma,Xylosma longifolia,,"Shrub, treelet",
nonggang,Rutaceae,Zanthoxylum,Zanthoxylum avicennae,,Tree,
nonggang,Caesalpiniaceae,Zenia,Zenia insignis,,Tree,
nonggang,Rhamnaceae,Ziziphus,Ziziphus incurva,,Tree,
